Step,Value
0.0,0.0
2.0,10.0
4.0,10.0
6.0,10.0
8.0,10.0
10.0,10.0
12.0,10.0
14.0,10.0
16.0,10.0
18.0,10.0
20.0,10.0
22.0,10.0
24.0,10.0
26.0,10.0
28.0,10.0
30.0,10.0
32.0,10.0
34.0,10.0
36.0,10.0
38.0,10.0
40.0,10.0
42.0,10.0
44.0,10.0
46.0,10.0
48.0,10.0
50.0,10.0
52.0,10.0
54.0,10.0
56.0,10.0
58.0,10.0
60.0,10.0
62.0,10.0
64.0,10.0
66.0,10.0
68.0,10.0
70.0,10.0
72.0,10.0
74.0,10.0
76.0,10.0
78.0,10.0
80.0,10.0
82.0,10.0
84.0,10.0
86.0,10.0
88.0,10.0
90.0,10.0
92.0,10.0
94.0,10.0
96.0,10.0
98.0,10.0
100.0,10.0
102.0,10.0
104.0,10.0
106.0,10.0
108.0,10.0
110.0,10.0
112.0,10.0
114.0,10.0
116.0,10.0
118.0,10.0
120.0,10.0
122.0,10.0
124.0,10.0
126.0,10.0
128.0,10.0
130.0,10.0
132.0,10.0
134.0,10.0
136.0,10.0
138.0,10.0
140.0,10.0
142.0,10.0
144.0,10.0
146.0,10.0
148.0,10.0
150.0,10.0
152.0,10.0
154.0,10.0
156.0,10.0
158.0,10.0
160.0,10.0
162.0,10.0
164.0,10.0
166.0,10.0
168.0,10.0
170.0,10.0
172.0,10.0
174.0,10.0
176.0,10.0
178.0,10.0
180.0,10.0
182.0,10.0
184.0,10.0
186.0,10.0
188.0,10.0
190.0,10.0
192.0,10.0
194.0,10.0
196.0,10.0
198.0,10.0
200.0,10.0
202.0,10.0
204.0,10.0
206.0,10.0
208.0,10.0
210.0,10.0
212.0,10.0
214.0,10.0
216.0,10.0
218.0,10.0
220.0,10.0
222.0,10.0
224.0,10.0
226.0,10.0
228.0,10.0
230.0,10.0
232.0,10.0
234.0,10.0
236.0,10.0
238.0,10.0
240.0,10.0
242.0,10.0
244.0,10.0
246.0,10.0
248.0,10.0
250.0,10.0
252.0,10.0
254.0,10.0
256.0,10.0
258.0,10.0
260.0,10.0
262.0,10.0
264.0,10.0
266.0,10.0
268.0,10.0
270.0,10.0
272.0,10.0
274.0,10.0
276.0,10.0
278.0,10.0
280.0,10.0
282.0,10.0
284.0,10.0
286.0,10.0
288.0,10.0
290.0,10.0
292.0,10.0
294.0,10.0
296.0,10.0
298.0,10.0
300.0,10.0
302.0,10.0
304.0,10.0
306.0,10.0
308.0,10.0
310.0,10.0
312.0,10.0
314.0,10.0
316.0,10.0
318.0,10.0
320.0,10.0
322.0,10.0
324.0,10.0
326.0,10.0
328.0,10.0
330.0,10.0
332.0,10.0
334.0,10.0
336.0,10.0
338.0,10.0
340.0,10.0
342.0,10.0
344.0,10.0
346.0,10.0
348.0,10.0
350.0,10.0
352.0,10.0
354.0,10.0
356.0,10.0
358.0,10.0
360.0,10.0
362.0,10.0
364.0,10.0
366.0,10.0
368.0,10.0
370.0,10.0
372.0,10.0
374.0,10.0
376.0,10.0
378.0,10.0
380.0,10.0
382.0,10.0
384.0,10.0
386.0,10.0
388.0,10.0
390.0,10.0
392.0,10.0
394.0,10.0
396.0,10.0
398.0,10.0
400.0,10.0
402.0,10.0
404.0,10.0
406.0,10.0
408.0,10.0
410.0,10.0
412.0,10.0
414.0,10.0
416.0,10.0
418.0,10.0
420.0,10.0
422.0,10.0
424.0,10.0
426.0,10.0
428.0,10.0
430.0,10.0
432.0,10.0
434.0,10.0
436.0,10.0
438.0,10.0
440.0,10.0
442.0,10.0
444.0,10.0
446.0,10.0
448.0,10.0
450.0,10.0
452.0,10.0
454.0,10.0
456.0,10.0
458.0,10.0
460.0,10.0
462.0,10.0
464.0,10.0
466.0,10.0
468.0,10.0
470.0,10.0
472.0,10.0
474.0,10.0
476.0,10.0
478.0,10.0
480.0,10.0
482.0,10.0
484.0,10.0
486.0,10.0
488.0,10.0
490.0,10.0
492.0,10.0
494.0,10.0
496.0,10.0
498.0,10.0
