Step: 0 | loss: 11.95102 | acc: 0.10691 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 2 | loss: 11.37040 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 4 | loss: 10.77079 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 6 | loss: 10.41436 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 8 | loss: 10.25768 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 10 | loss: 10.19435 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 12 | loss: 10.16768 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 14 | loss: 10.15548 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 16 | loss: 10.14936 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 18 | loss: 10.14604 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 20 | loss: 10.14410 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 22 | loss: 10.14290 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 24 | loss: 10.14211 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 26 | loss: 10.14158 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 28 | loss: 10.14121 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 30 | loss: 10.14094 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 32 | loss: 10.14074 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 34 | loss: 10.14059 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 36 | loss: 10.14047 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 38 | loss: 10.14038 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 40 | loss: 10.14031 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 42 | loss: 10.14025 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 44 | loss: 10.14021 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 46 | loss: 10.14017 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 48 | loss: 10.14014 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 50 | loss: 10.14011 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 52 | loss: 10.14009 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 54 | loss: 10.14007 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 56 | loss: 10.14005 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 58 | loss: 10.14004 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 60 | loss: 10.14003 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 62 | loss: 10.14002 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 64 | loss: 10.14001 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 66 | loss: 10.14000 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 68 | loss: 10.13999 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 70 | loss: 10.13999 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 72 | loss: 10.13998 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 74 | loss: 10.13997 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 76 | loss: 10.13997 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 78 | loss: 10.13996 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 80 | loss: 10.13996 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 82 | loss: 10.13995 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 84 | loss: 10.13995 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 86 | loss: 10.13994 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 88 | loss: 10.13993 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 90 | loss: 10.13993 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 92 | loss: 10.13993 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 94 | loss: 10.13992 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 96 | loss: 10.13992 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 98 | loss: 10.13991 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 100 | loss: 10.13991 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 102 | loss: 10.13990 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 104 | loss: 10.13990 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 106 | loss: 10.13989 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 108 | loss: 10.13989 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 110 | loss: 10.13989 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 112 | loss: 10.13988 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 114 | loss: 10.13988 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 116 | loss: 10.13987 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 118 | loss: 10.13987 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 120 | loss: 10.13986 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 122 | loss: 10.13986 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 124 | loss: 10.13986 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 126 | loss: 10.13985 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 128 | loss: 10.13985 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 130 | loss: 10.13984 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 132 | loss: 10.13984 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 134 | loss: 10.13984 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 136 | loss: 10.13983 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 138 | loss: 10.13983 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 140 | loss: 10.13982 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 142 | loss: 10.13982 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 144 | loss: 10.13982 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 146 | loss: 10.13981 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 148 | loss: 10.13981 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 150 | loss: 10.13980 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 152 | loss: 10.13980 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 154 | loss: 10.13980 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 156 | loss: 10.13979 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 158 | loss: 10.13979 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 160 | loss: 10.13979 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 162 | loss: 10.13978 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
